4024
c2.cpu|0x1400|0x0400|0x154d129a
clowns1|8080bw.c
6
clownsv1.h|0x0000|0x0400|0x5560c951
clownsv1.g|0x0400|0x0400|0x6a571d66
clownsv1.f|0x0800|0x0400|0xa2d56cea
clownsv1.e|0x0c00|0x0400|0xbbd606f6
clownsv1.d|0x1000|0x0400|0x37b6ff0e
clownsv1.c|0x1400|0x0400|0x12968e52
gmissile|8080bw.c
4
gm_623.h|0x0000|0x0800|0xa3ebb792
gm_623.g|0x0800|0x0800|0xa5e740bb
gm_623.f|0x1000|0x0800|0xda381025
gm_623.e|0x1800|0x0800|0xf350146b
seawolf|8080bw.c
4
sw0041.h|0x0000|0x0400|0x8f597323
sw0042.g|0x0400|0x0400|0xdb980974
sw0043.f|0x0800|0x0400|0xe6ffa008
sw0044.e|0x0c00|0x0400|0xc3557d6a
gunfight|8080bw.c
4
7609h.bin|0x0000|0x0400|0x0b117d73
7609g.bin|0x0400|0x0400|0x57bc3159
7609f.bin|0x0800|0x0400|0x8049a6bd
7609e.bin|0x0c00|0x0400|0x773264e2
280zzzap|8080bw.c
6
zzzaph|0x0000|0x0400|0x1fa86e1c
zzzapg|0x0400|0x0400|0x9639bc6b
zzzapf|0x0800|0x0400|0xadc6ede1
zzzape|0x0c00|0x0400|0x472493d6
zzzapd|0x1000|0x0400|0x4c240ee1
zzzapc|0x1400|0x0400|0x6e85aeaf
lupin3|8080bw.c
7
lp12.bin|0x0000|0x0800|0x68a7f47a
lp13.bin|0x0800|0x0800|0xcae9a17b
lp14.bin|0x1000|0x0800|0x3553b9e4
lp15.bin|0x1800|0x0800|0xacbeef64
lp16.bin|0x4000|0x0800|0x19fcdc54
lp17.bin|0x4800|0x0800|0x66289ab2
lp18.bin|0x5000|0x0800|0x2f07b4ba
polaris|8080bw.c
8
ps-01|0x0000|0x0800|0xc04ce5a9
ps-09|0x0800|0x0800|0x9a5c8cb2
ps-08|0x1000|0x0800|0x8680d7ea
ps-04|0x1800|0x0800|0x65694948
ps-05|0x4000|0x0800|0x772e31f3
ps-10|0x4800|0x0800|0x3df77bac
ps07|0x0000|0x0400|0x164aa05d
mb7052.2c|0x0000|0x0100|0x2953253b
polarisa|8080bw.c
9
ps01-1|0x0000|0x0800|0x7d41007c
ps-09|0x0800|0x0800|0x9a5c8cb2
ps03-1|0x1000|0x0800|0x21f32415
ps-04|0x1800|0x0800|0x65694948
ps-05|0x4000|0x0800|0x772e31f3
ps-10|0x4800|0x0800|0x3df77bac
ps26|0x5000|0x0800|0x9d5c3d50
ps07|0x0000|0x0400|0x164aa05d
mb7052.2c|0x0000|0x0100|0x2953253b
lagunar|8080bw.c
4
lagunar.h|0x0000|0x0800|0x0cd5a280
lagunar.g|0x0800|0x0800|0x824cd6f5
lagunar.f|0x1000|0x0800|0x62692ca7
lagunar.e|0x1800|0x0800|0x20e098ed
m4|8080bw.c
4
m4.h|0x0000|0x0800|0x9ee2a0b5
m4.g|0x0800|0x0800|0x0e84b9cb
m4.f|0x1000|0x0800|0x9ded9956
m4.e|0x1800|0x0800|0xb6983238
phantom2|8080bw.c
5
phantom2.h|0x0000|0x0800|0x0e3c2439
phantom2.g|0x0800|0x0800|0xe8df3e52
phantom2.f|0x1000|0x0800|0x30e83c6d
phantom2.e|0x1800|0x0800|0x8c641cac
p2clouds|0x0000|0x0800|0xdcdd2927
dogpatch|8080bw.c
4
dogpatch.h|0x0000|0x0800|0x74ebdf4d
dogpatch.g|0x0800|0x0800|0xac246f70
dogpatch.f|0x1000|0x0800|0xa975b011
dogpatch.e|0x1800|0x0800|0xc12b1f60
bowler|8080bw.c
5
h.cpu|0x0000|0x0800|0x74c29b93
g.cpu|0x0800|0x0800|0xca26d8b4
f.cpu|0x1000|0x0800|0xba8a0bfa
e.cpu|0x1800|0x0800|0x4da65a40
d.cpu|0x4000|0x0800|0xe7dbc9d9
shuffle|8080bw.c
4
shuffle.h|0x0000|0x0800|0x0d422a18
shuffle.g|0x0800|0x0800|0x7db7fcf9
shuffle.f|0x1000|0x0800|0xcd04d848
shuffle.e|0x1800|0x0800|0x2c118357
blueshrk|8080bw.c
3
blueshrk.h|0x0000|0x0800|0x4ff94187
blueshrk.g|0x0800|0x0800|0xe49368fd
blueshrk.f|0x1000|0x0800|0x86cca79d
einnings|8080bw.c
5
ei.h|0x0000|0x0800|0xeff9c7af
ei.g|0x0800|0x0800|0x5d1e66cb
ei.f|0x1000|0x0800|0xed96785d
ei.e|0x1800|0x0800|0xad096a5d
ei.b|0x5000|0x0800|0x56b407d4
dplay|8080bw.c
4
dplay619.h|0x0000|0x0800|0x6680669b
dplay619.g|0x0800|0x0800|0x0eec7e01
dplay619.f|0x1000|0x0800|0x3af4b719
dplay619.e|0x1800|0x0800|0x65cab4fc
maze|8080bw.c
2
invaders.h|0x0000|0x0800|0xf2860cff
invaders.g|0x0800|0x0800|0x65fad839
tornbase|8080bw.c
3
tb.h|0x0000|0x0800|0x653f4797
tb.g|0x0800|0x0800|BADCRC(0x33468006  /* this ROM fails the test */
tb.f|0x1000|0x0800|0x215e070c
checkmat|8080bw.c
4
checkmat.h|0x0000|0x0400|0x3481a6d1
checkmat.g|0x0400|0x0400|0xdf5fa551
checkmat.f|0x0800|0x0400|0x25586406
checkmat.e|0x0c00|0x0400|0x59330d84
desertgu|8080bw.c
4
desertgu.h|0x0000|0x0800|0xc0030d7c
desertgu.g|0x0800|0x0800|0x1ddde10b
desertgu.f|0x1000|0x0800|0x808e46f1
desertgu.e|0x1800|0x0800|0xac64dc62
ozmawars|8080bw.c
6
mw01|0x0000|0x0800|0x31f4397d
mw02|0x0800|0x0800|0xd8e77c62
mw03|0x1000|0x0800|0x3bfa418f
mw04|0x1800|0x0800|0xe190ce6c
mw05|0x4000|0x0800|0x3bc7d4c7
mw06|0x4800|0x0800|0x99ca2eae
ozmawar2|8080bw.c
9
mw01|0x0000|0x0800|0x31f4397d
mw02|0x0800|0x0800|0xd8e77c62
oz5|0x1000|0x0400|0x5597bf52
oz6|0x1400|0x0400|0x19b43578
oz7|0x1800|0x0400|0xa285bfde
oz8|0x1c00|0x0400|0xae59a629
mw05|0x4000|0x0800|0x3bc7d4c7
oz11|0x4800|0x0400|0x660e934c
oz12|0x4c00|0x0400|0x8b969f61
solfight|8080bw.c
6
solfight.m|0x0000|0x0800|0xa4f2814e
solfight.n|0x0800|0x0800|0x5657ec07
solfight.p|0x1000|0x0800|0xef9ce96d
solfight.r|0x1800|0x0800|0x4f1ef540
mw05|0x4000|0x0800|0x3bc7d4c7
solfight.t|0x4800|0x0800|0x3b6fb206
spaceph|8080bw.c
12
sv01.bin|0x0000|0x0400|0xde84771d
sv02.bin|0x0400|0x0400|0x957fc661
sv03.bin|0x0800|0x0400|0xdbda38b9
sv04.bin|0x0c00|0x0400|0xf51544a5
sv05.bin|0x1000|0x0400|0x98d02683
sv06.bin|0x1400|0x0400|0x4ec390fd
sv07.bin|0x1800|0x0400|0x170862fd
sv08.bin|0x1c00|0x0400|0x511b12cf
sv09.bin|0x4000|0x0400|0xaf1cd1af
sv10.bin|0x4400|0x0400|0x31b7692e
sv11.bin|0x4800|0x0400|0x50257351
sv12.bin|0x4c00|0x0400|0xa2a3366a
ballbomb|8080bw.c
7
tn01|0x0000|0x0800|0x551585b5
tn02|0x0800|0x0800|0x7e1f734f
tn03|0x1000|0x0800|0xd93e20bc
tn04|0x1800|0x0800|0xd0689a22
tn05-1|0x4000|0x0800|0x5d5e94f1
tn06|0x0000|0x0400|0x7ec554c4
tn07|0x0400|0x0400|0xdeb0ac82
yosakdon|8080bw.c
7
yd1.bin|0x0000|0x0400|0x607899c9
yd2.bin|0x0400|0x0400|0x78336df4
yd3.bin|0x0800|0x0400|0xc5af6d52
yd4.bin|0x0c00|0x0400|0xdca8064f
yd5.bin|0x1400|0x0400|0x38804ff1
yd6.bin|0x1800|0x0400|0x988d2362
yd7.bin|0x1c00|0x0400|0x2744e68b
sheriff|8080bw.c
12
f1|0x0000|0x0400|0xe79df6e8
f2|0x0400|0x0400|0xda67721a
g1|0x0800|0x0400|0x3fb7888e
g2|0x0c00|0x0400|0x585fcfee
h1|0x1000|0x0400|0xe59eab52
h2|0x1400|0x0400|0x79e69a6a
i1|0x1800|0x0400|0xdda7d1e8
i2|0x1c00|0x0400|0x5c5f3f86
j1|0x2000|0x0400|0x0aa8b79a
basnd.u2|0x0000|0x0400|0x75731745
sheriff.cl1|0x0000|0x0400|0x00000000  /* no idea about the # of */
sheriff.cl2|0x0400|0x0400|0x00000000  /* PROMs or the size */
bandido|8080bw.c
11
baf1-3|0x0000|0x0400|0xaec94829
f2|0x0400|0x0400|0xda67721a
g1|0x0800|0x0400|0x3fb7888e
g2|0x0c00|0x0400|0x585fcfee
bah1-1|0x1000|0x0400|0x5cb63677
h2|0x1400|0x0400|0x79e69a6a
i1|0x1800|0x0400|0xdda7d1e8
i2|0x1c00|0x0400|0x5c5f3f86
j1|0x2000|0x0400|0x0aa8b79a
baj2-2|0x2400|0x0400|0xa10b848a
basnd.u2|0x0000|0x0400|0x75731745
helifire|8080bw.c
11
tub.f1b|0x0000|0x0400|0x032f89ca
tub.f2b|0x0400|0x0400|0x2774e70f
tub.g1b|0x0800|0x0400|0xb5ad6e8a
tub.g2b|0x0c00|0x0400|0x5e015bf4
tub.h1b|0x1000|0x0400|0x23bb4e5a
tub.h2b|0x1400|0x0400|0x358227c6
tub.i1b|0x1800|0x0400|0x0c679f44
tub.i2b|0x1c00|0x0400|0xd8b7a398
tub.j1b|0x2000|0x0400|0x98ef24db
tub.j2b|0x2400|0x0400|0x5e2b5877
tub.snd|0x0000|0x0400|0x9d77a31f
helifira|8080bw.c
11
f1a.bin|0x0000|0x0400|0x92c9d6c1
f2a.bin|0x0400|0x0400|0xa264dde8
tub.g1b|0x0800|0x0400|0xb5ad6e8a
g2a.bin|0x0c00|0x0400|0xa987ebcd
h1a.bin|0x1000|0x0400|0x25abcaf0
tub.h2b|0x1400|0x0400|0x358227c6
tub.i1b|0x1800|0x0400|0x0c679f44
i2a.bin|0x1c00|0x0400|0x296610fd
tub.j1b|0x2000|0x0400|0x98ef24db
tub.j2b|0x2400|0x0400|0x5e2b5877
tub.snd|0x0000|0x0400|0x9d77a31f
spacefev|8080bw.c
9
f1.bin|0x0000|0x0400|0x35f295bd
f2.bin|0x0400|0x0400|0x0c633f4c
g1.bin|0x0800|0x0400|0xf3d851cb
g2.bin|0x0c00|0x0400|0x1faef63a
h1.bin|0x1000|0x0400|0xb365389d
h2.bin|0x1400|0x0400|0xa163e800
i1.bin|0x1800|0x0400|0x00027be2
ss3.ic2|0x0000|0x0400|0x95c2c1ee
f5.bpr|0x0000|0x0020|0xc5914ec1
sfeverbw|8080bw.c
9
spacefev.f1|0x0000|0x0400|0xb8887351
spacefev.f2|0x0400|0x0400|0xcda933a7
spacefev.g1|0x0800|0x0400|0xde17578a
spacefev.g2|0x0c00|0x0400|0xf1a90948
spacefev.h1|0x1000|0x0400|0xeefb4273
spacefev.h2|0x1400|0x0400|0xe91703e8
spacefev.i1|0x1800|0x0400|0x41e18df9
spacefev.i2|0x1c00|0x0400|0xeff9f82d
ss3.ic2|0x0000|0x0400|0x95c2c1ee
sstrangr|8080bw.c
8
hss-01.58|0x0000|0x0400|0xfeec7600
hss-02.59|0x0400|0x0400|0x7281ff0b
hss-03.60|0x0800|0x0400|0xa09ec572
hss-04.61|0x0c00|0x0400|0xec411aca
hss-05.62|0x1000|0x0400|0x7b1b81dd
hss-06.63|0x1400|0x0400|0xde383625
hss-07.64|0x1800|0x0400|0x2e41d0f0
hss-08.65|0x1c00|0x0400|0xbd14d0b0
sstrngr2|8080bw.c
3
4764.09|0x0000|0x2000|0xd88f86cc
2708.10|0x6000|0x0400|0xeba304c1
2708.15|0x0000|0x0400|0xc176a89d
88games|88games.c
12
861m01.k18|0x08000|0x08000|0x4a4e2959
861m02.k16|0x10000|0x10000|0xe19f15f6
861d01.d9|0x00000|0x08000|0x0ff1dec0
861a04.a|0x000000|0x10000|0x092a8b15  /* zoom/rotate */
861a04.b|0x010000|0x10000|0x75744b56
861a04.c|0x020000|0x10000|0xa00021c5
861a04.d|0x030000|0x10000|0xd208304c
861.g3|0x0000|0x0100|0x429785db  /* priority encoder (not used */
861a07.a|0x000000|0x10000|0x5d035d69
861a07.b|0x010000|0x10000|0x6337dd91
861a07.c|0x000000|0x10000|0x5067a38b
861a07.d|0x010000|0x10000|0x86731451
konami88|88games.c
12
861.e03|0x08000|0x08000|0x55979bd9
861.e02|0x10000|0x10000|0x5b7e98a6
861d01.d9|0x00000|0x08000|0x0ff1dec0
861a04.a|0x000000|0x10000|0x092a8b15  /* zoom/rotate */
861a04.b|0x010000|0x10000|0x75744b56
861a04.c|0x020000|0x10000|0xa00021c5
861a04.d|0x030000|0x10000|0xd208304c
861.g3|0x0000|0x0100|0x429785db  /* priority encoder (not used */
861a07.a|0x000000|0x10000|0x5d035d69
861a07.b|0x010000|0x10000|0x6337dd91
861a07.c|0x000000|0x10000|0x5067a38b
861a07.d|0x010000|0x10000|0x86731451
hypsptsp|88games.c
12
861f03.k18|0x08000|0x08000|0x8c61aebd
861f02.k16|0x10000|0x10000|0xd2460c28
861d01.d9|0x00000|0x08000|0x0ff1dec0
861a04.a|0x000000|0x10000|0x092a8b15  /* zoom/rotate */
861a04.b|0x010000|0x10000|0x75744b56
861a04.c|0x020000|0x10000|0xa00021c5
861a04.d|0x030000|0x10000|0xd208304c
861.g3|0x0000|0x0100|0x429785db  /* priority encoder (not used */
861a07.a|0x000000|0x10000|0x5d035d69
861a07.b|0x010000|0x10000|0x6337dd91
861a07.c|0x000000|0x10000|0x5067a38b
861a07.d|0x010000|0x10000|0x86731451
aburner|aburner.c
24
epr10926.bin|0x00000|0x10000|0xed8bd632
epr10925.bin|0x10000|0x10000|0x4ef048cc
epr10924.bin|0x20000|0x10000|0x50c15a6d
10932.125|0x20000*0x0|0x20000|0xcc0821d6
10934.129|0x20000*0x4|0x20000|0x4a51b1fa
10936.133|0x20000*0x8|0x20000|0xada70d64
10938.102|0x20000*0xc|0x20000|0xe7675baf
10933.126|0x20000*0x1|0x20000|0xc8efb2c3
10935.130|0x20000*0x5|0x20000|0xc1e23521
10937.134|0x20000*0x9|0x20000|0xf0199658
10939.103|0x20000*0xd|0x20000|0xa0d49480
epr10942.bin|0x20000*0x2|0x20000|0x5ce10b8c
epr10943.bin|0x20000*0x6|0x20000|0xb98294dc
epr10944.bin|0x20000*0xa|0x20000|0x17be8f67
epr10945.bin|0x20000*0xe|0x20000|0xdf4d4c4f
epr10946.bin|0x20000*0x3|0x20000|0xd7d485f4
epr10947.bin|0x20000*0x7|0x20000|0x08838392
epr10948.bin|0x20000*0xb|0x20000|0x64284761
epr10949.bin|0x20000*0xf|0x20000|0xd8437d92
epr10923.bin|0x00000|0x10000|0x6888eb8f
10931.11|0x00000|0x20000|0x9209068f
10930.12|0x20000|0x20000|0x6493368b
11102.13|0x40000|0x20000|0x6c07c78d
10922.40|0x000000|0x10000|0xb49183d4
aburner2|aburner.c
24
11115.154|0x00000|0x10000|0xe8e32921
11114.153|0x10000|0x10000|0x2e97f633
11113.152|0x20000|0x10000|0x36058c8c
10932.125|0x20000*0x0|0x20000|0xcc0821d6
10933.126|0x20000*0x1|0x20000|0xc8efb2c3
11103.127|0x20000*0x2|0x20000|0xbdd60da2
11116.128|0x20000*0x3|0x20000|0x49b4c1ba
10934.129|0x20000*0x4|0x20000|0x4a51b1fa
10935.130|0x20000*0x5|0x20000|0xc1e23521
11104.131|0x20000*0x6|0x20000|0x06a35fce
11117.132|0x20000*0x7|0x20000|0x821fbb71
10936.133|0x20000*0x8|0x20000|0xada70d64
10937.134|0x20000*0x9|0x20000|0xf0199658
11105.135|0x20000*0xa|0x20000|0x027b0689
11118.136|0x20000*0xb|0x20000|0x8f38540b
10938.102|0x20000*0xc|0x20000|0xe7675baf
10939.103|0x20000*0xd|0x20000|0xa0d49480
11106.104|0x20000*0xe|0x20000|0x9e1fec09
11119.105|0x20000*0xf|0x20000|0xd0343a8e
11112.17|0x00000|0x10000|0xd777fc6d
10931.11|0x00000|0x20000|0x9209068f
10930.12|0x20000|0x20000|0x6493368b
11102.13|0x40000|0x20000|0x6c07c78d
10922.40|0x000000|0x10000|0xb49183d4
loffire|aburner.c
7
opr12791.rom|0x00000|0x10000|0xacfa69ba
opr12792.rom|0x10000|0x10000|0xe506723c
opr12793.rom|0x20000|0x10000|0x0ce8cce3
epr12798.rom|0x00000|0x10000|0x0587738d
epr12799.rom|0x10000|0x20000|0xbc60181c
epr12800.rom|0x30000|0x20000|0x1158c1a3
epr12801.rom|0x50000|0x20000|0x2d6567c4
thndrbld|aburner.c
8
11316.epr|0x00000|0x10000|0x84290dff
11315.epr|0x10000|0x10000|0x35813088
11314.epr|0x20000|0x10000|0xd4f954a9
thnbld.17|0x00000|0x10000|0xd37b54a4
11317.epr|0x00000|0x20000|0xd4e7ac1f
11318.epr|0x20000|0x20000|0x70d3f02c
11319.epr|0x40000|0x20000|0x50d9242e
11313.epr|0x00000|0x10000|0x6a56c4c3
thndrbdj|aburner.c
24
11314.epr|0x00000|0x10000|0xd4f954a9
11315.epr|0x10000|0x10000|0x35813088
11316.epr|0x20000|0x10000|0x84290dff
11323.epr|0x20000*0x0|0x20000|0x27e40735
11322.epr|0x20000*0x4|0x20000|0x10364d74
11321.epr|0x20000*0x8|0x20000|0x8e738f58
11320.epr|0x20000*0xc|0x20000|0xa95c76b8
11327.epr|0x20000*0x1|0x20000|0xdeae90f1
11326.epr|0x20000*0x5|0x20000|0x29198403
11325.epr|0x20000*0x9|0x20000|0xb9e98ae9
11324.epr|0x20000*0xd|0x20000|0x9742b552
11331.epr|0x20000*0x2|0x20000|0x3a2c042e
11330.epr|0x20000*0x6|0x20000|0xaa7c70c5
11329.epr|0x20000*0xa|0x20000|0x31b20257
11328.epr|0x20000*0xe|0x20000|0xda39e89c
11335.epr|0x20000*0x3|0x20000|0xf19b3e86
11334.epr|0x20000*0x7|0x20000|0x348f91c7
11333.epr|0x20000*0xb|0x20000|0x05a2333f
11332.epr|0x20000*0xf|0x20000|0xdc089ec6
11312.epr|0x00000|0x10000|0x3b974ed2
11317.epr|0x00000|0x20000|0xd4e7ac1f
11318.epr|0x20000|0x20000|0x70d3f02c
11319.epr|0x40000|0x20000|0x50d9242e
11313.epr|0x00000|0x10000|0x6a56c4c3
ace|ace.c
6
ace.a1|0x0000|0x0200|0x16811834
ace.a2|0x0200|0x0200|0xf9eae80e
ace.a3|0x0400|0x0200|0xc5c63b8c
ace.a4|0x0600|0x0200|0xea4503aa
ace.a5|0x0800|0x0200|0x623c58e7
ace.k4|0x0000|0x0200|0xdaa05ec6
actfancr|actfancr.c
19
fe08-2.bin|0x00000|0x10000|0x0d36fbfa
fe09-2.bin|0x10000|0x10000|0x27ce2bb1
10|0x20000|0x10000|0xcabad137
17-1|0x08000|0x8000|0x289ad106
15|0x00000|0x10000|0xa1baf21e  /* Chars */
16|0x10000|0x10000|0x22e64730
02|0x00000|0x10000|0xb1db0efc  /* Sprites */
03|0x10000|0x08000|0xf313e04f
06|0x18000|0x10000|0x8cb6dd87
07|0x28000|0x08000|0xdd345def
00|0x30000|0x10000|0xd50a9550
01|0x40000|0x08000|0x34935e93
04|0x48000|0x10000|0xbcf41795
05|0x58000|0x08000|0xd38b94aa
14|0x00000|0x10000|0xd6457420  /* Tiles */
12|0x10000|0x10000|0x08787b7a
13|0x20000|0x10000|0xc30c37dc
11|0x30000|0x10000|0x1f006d9f
18|0x00000|0x10000|0x5c55b242
actfanc1|actfancr.c
19
08-1|0x00000|0x10000|0x3bf214a4
09-1|0x10000|0x10000|0x13ae78d5
10|0x20000|0x10000|0xcabad137
17-1|0x08000|0x8000|0x289ad106
15|0x00000|0x10000|0xa1baf21e  /* Chars */
16|0x10000|0x10000|0x22e64730
02|0x00000|0x10000|0xb1db0efc  /* Sprites */
03|0x10000|0x08000|0xf313e04f
06|0x18000|0x10000|0x8cb6dd87
07|0x28000|0x08000|0xdd345def
00|0x30000|0x10000|0xd50a9550
01|0x40000|0x08000|0x34935e93
04|0x48000|0x10000|0xbcf41795
05|0x58000|0x08000|0xd38b94aa
14|0x00000|0x10000|0xd6457420  /* Tiles */
12|0x10000|0x10000|0x08787b7a
13|0x20000|0x10000|0xc30c37dc
11|0x30000|0x10000|0x1f006d9f
18|0x00000|0x10000|0x5c55b242
actfancj|actfancr.c
19
fd08-1.bin|0x00000|0x10000|0x69004b60
fd09-1.bin|0x10000|0x10000|0xa455ae3e
10|0x20000|0x10000|0xcabad137
17-1|0x08000|0x8000|0x289ad106
15|0x00000|0x10000|0xa1baf21e  /* Chars */
16|0x10000|0x10000|0x22e64730
02|0x00000|0x10000|0xb1db0efc  /* Sprites */
03|0x10000|0x08000|0xf313e04f
06|0x18000|0x10000|0x8cb6dd87
07|0x28000|0x08000|0xdd345def
00|0x30000|0x10000|0xd50a9550
01|0x40000|0x08000|0x34935e93
04|0x48000|0x10000|0xbcf41795
05|0x58000|0x08000|0xd38b94aa
14|0x00000|0x10000|0xd6457420  /* Tiles */
12|0x10000|0x10000|0x08787b7a
13|0x20000|0x10000|0xc30c37dc
11|0x30000|0x10000|0x1f006d9f
18|0x00000|0x10000|0x5c55b242
triothep|actfancr.c
19
ff16|0x00000|0x20000|0x84d7e1b6
ff15.bin|0x20000|0x10000|0x6eada47c
ff14.bin|0x30000|0x10000|0x4ba7de4a
ff18.bin|0x00000|0x10000|0x9de9ee63
ff12.bin|0x00000|0x10000|0x15fb49f2  /* Chars */
ff13.bin|0x10000|0x10000|0xe20c9623
ff11.bin|0x00000|0x10000|0x19e885c7  /* Sprites */
ff10.bin|0x10000|0x08000|0x4b6b477a
ff09.bin|0x18000|0x10000|0x79c6bc0e
ff08.bin|0x28000|0x08000|0x1391e445
ff03.bin|0x30000|0x10000|0xb36ad42d
ff02.bin|0x40000|0x08000|0x6b9d24ce
ff01.bin|0x48000|0x10000|0x68d80a66
ff00.bin|0x58000|0x08000|0x41232442
ff04.bin|0x00000|0x10000|0x7cea3c87  /* Tiles */
ff06.bin|0x10000|0x10000|0x5e7f3e8f
ff05.bin|0x20000|0x10000|0x8bb13f05
ff07.bin|0x30000|0x10000|0x0d7affc3
ff17.bin|0x00000|0x10000|0xf0ab0d05
formatz|aeroboto.c
12
format_z.8|0x4000|0x4000|0x81a2416c
format_z.7|0x8000|0x4000|0x986e6052
format_z.6|0xc000|0x4000|0xbaa0d745
format_z.9|0xf000|0x1000|0x6b9215ad
format_z.5|0x0000|0x2000|0xba50be57  /* characters */
format_z.4|0x0000|0x2000|0x910375a0  /* characters */
format_z.1|0x0000|0x1000|0x5739afd2  /* sprites */
format_z.2|0x1000|0x1000|0x3a821391  /* sprites */
format_z.3|0x2000|0x1000|0x7d1aec79  /* sprites */
10c|0x0000|0x0100|0xb756dd6d
10b|0x0100|0x0100|0x00df8809
10a|0x0200|0x0100|0xe8733c8f
aeroboto|aeroboto.c
12
aeroboto.8|0x4000|0x4000|0x4d3fc049
aeroboto.7|0x8000|0x4000|0x522f51c1
aeroboto.6|0xc000|0x4000|0x1a295ffb
format_z.9|0xf000|0x1000|0x6b9215ad
aeroboto.5|0x0000|0x2000|0x32fc00f9  /* characters */
format_z.4|0x0000|0x2000|0x910375a0  /* characters */
aeroboto.1|0x0000|0x1000|0x7820eeaf  /* sprites */
aeroboto.2|0x1000|0x1000|0xc7f81a3c  /* sprites */
aeroboto.3|0x2000|0x1000|0x5203ad04  /* sprites */
10c|0x0000|0x0100|0xb756dd6d
10b|0x0100|0x0100|0x00df8809
10a|0x0200|0x0100|0xe8733c8f
pspikes|aerofgt.c
6
19|0x00000|0x20000|0x7e8ed6e5
g7h|0x000000|0x80000|0x74c23c3d
g7j|0x000000|0x80000|0x0b9e4739
g7l|0x080000|0x80000|0x943139ff
a47|0x00000|0x40000|0xc6779dfa
o5b|0x000000|0x100000|0x07d6cbac
pspikesk|aerofgt.c
6
19|0x00000|0x20000|0x7e8ed6e5
g7h|0x000000|0x80000|0x74c23c3d
g7j|0x000000|0x80000|0x0b9e4739
g7l|0x080000|0x80000|0x943139ff
a47|0x00000|0x40000|0xc6779dfa
o5b|0x000000|0x100000|0x07d6cbac
svolly91|aerofgt.c
6
19|0x00000|0x20000|0x7e8ed6e5
g7h|0x000000|0x80000|0x74c23c3d
g7j|0x000000|0x80000|0x0b9e4739
g7l|0x080000|0x80000|0x943139ff
a47|0x00000|0x40000|0xc6779dfa
o5b|0x000000|0x100000|0x07d6cbac
spinlbrk|aerofgt.c
15
ic117|0x00000|0x08000|0x625ada41
ic118|0x10000|0x10000|0x1025f024
ic15|0x000000|0x80000|0xe318cf3a
ic9|0x080000|0x80000|0xe071f674
ic17|0x000000|0x80000|0xa63d5a55
ic11|0x080000|0x80000|0x7dcc913d
ic16|0x100000|0x80000|0x0d84af7f  //FIRST AND SECOND HALF IDENTICAL
ic12|0x000000|0x80000|0xd63fac4e
ic18|0x080000|0x80000|0x5a60444b
ic14|0x000000|0x80000|0x1befd0f3
ic20|0x080000|0x80000|0xc2f84a61
ic35|0x100000|0x80000|0xeba8e1a3
ic40|0x180000|0x80000|0x5ef5aa7e
ic166|0x000000|0x80000|0x6e0d063a
ic163|0x080000|0x80000|0xe6621dfb  //FIRST AND SECOND HALF IDENTICAL
spinlbru|aerofgt.c
15
ic117|0x00000|0x08000|0x625ada41
ic118|0x10000|0x10000|0x1025f024
ic15|0x000000|0x80000|0xe318cf3a
ic9|0x080000|0x80000|0xe071f674
ic17|0x000000|0x80000|0xa63d5a55
ic11|0x080000|0x80000|0x7dcc913d
ic16|0x100000|0x80000|0x0d84af7f  //FIRST AND SECOND HALF IDENTICAL
ic12|0x000000|0x80000|0xd63fac4e
ic18|0x080000|0x80000|0x5a60444b
ic14|0x000000|0x80000|0x1befd0f3
ic20|0x080000|0x80000|0xc2f84a61
ic35|0x100000|0x80000|0xeba8e1a3
ic40|0x180000|0x80000|0x5ef5aa7e
ic166|0x000000|0x80000|0x6e0d063a
ic163|0x080000|0x80000|0xe6621dfb  //FIRST AND SECOND HALF IDENTICAL
spinlbrj|aerofgt.c
15
ic117|0x00000|0x08000|0x625ada41
ic118|0x10000|0x10000|0x1025f024
ic15|0x000000|0x80000|0xe318cf3a
ic9|0x080000|0x80000|0xe071f674
ic17|0x000000|0x80000|0xa63d5a55
ic11|0x080000|0x80000|0x7dcc913d
ic16|0x100000|0x80000|0x0d84af7f  //FIRST AND SECOND HALF IDENTICAL
ic12|0x000000|0x80000|0xd63fac4e
ic18|0x080000|0x80000|0x5a60444b
ic14|0x000000|0x80000|0x1befd0f3
ic20|0x080000|0x80000|0xc2f84a61
ic35|0x100000|0x80000|0xeba8e1a3
ic40|0x180000|0x80000|0x5ef5aa7e
ic166|0x000000|0x80000|0x6e0d063a
ic163|0x080000|0x80000|0xe6621dfb  //FIRST AND SECOND HALF IDENTICAL
karatblz|aerofgt.c
11
5.u92|0x00000|0x20000|0x97d67510
gha.u55|0x00000|0x80000|0x3e0cea91
gh9.u61|0x00000|0x80000|0x5d1676bd
u42|0x000000|0x100000|0x65f0da84
3.u44|0x100000|0x020000|0x34bdead2
u43|0x200000|0x100000|0x7b349e5d
4.u45|0x300000|0x020000|0xbe4d487d
u59.ghb|0x000000|0x80000|0x158c9cde
ghd.u60|0x080000|0x80000|0x73180ae3
u105.gh8|0x000000|0x080000|0x7a68cb1b
u104|0x000000|0x100000|0x5795e884
karatblu|aerofgt.c
11
5.u92|0x00000|0x20000|0x97d67510
gha.u55|0x00000|0x80000|0x3e0cea91
gh9.u61|0x00000|0x80000|0x5d1676bd
